217.120.80.26/31,2751283,2750405,,0,0,6213,50.8411,5.6643,5,
217.120.80.28/30,2751283,2750405,,0,0,6213,50.8411,5.6643,5,
217.120.80.32/27,2751283,2750405,,0,0,6213,50.8411,5.6643,5,
217.120.80.64/26,2751283,2750405,,0,0,6213,50.8411,5.6643,5,
217.120.80.128/25,2751283,2750405,,0,0,6213,50.8411,5.6643,5,
217.120.81.0/24,2751283,2750405,,0,0,6213,50.8411,5.6643,5,
217.120.82.0/23,2751283,2750405,,0,0,6213,50.8411,5.6643,5,
217.120.84.0/23,2745912,2750405,,0,0,3526,52.0690,5.1024,5,
217.120.86.0/24,2744179,2750405,,0,0,8711,52.9801,5.4469,10,
217.120.87.0/24,2757232,2750405,,0,0,7591,52.3787,7.0057,10,
217.120.88.0/23,2745528,2750405,,0,0,2141,52.3551,4.6769,5,
217.120.90.0/23,2750829,2750405,,0,0,1679,52.7183,5.0746,5,
217.120.92.0/23,2749811,2750405,,0,0,2211,52.2592,4.5001,5,
217.120.94.0/23,2755584,2750405,,0,0,6591,51.6940,5.9728,5,
217.120.96.0/22,2756723,2750405,,0,0,5104,51.6317,4.9465,5,
217.120.100.0/24,2754697,2750405,,0,0,1967,52.4964,4.6971,5,
217.120.101.0/24,2754692,2750405,,0,0,2101,52.3554,4.6149,5,
217.120.102.0/24,2748849,2750405,,0,0,7586,52.2342,7.0344,5,
217.120.103.0/24,2754652,2750405,,0,0,6417,50.8781,5.9782,10,
217.120.104.0/21,2755003,2750405,,0,0,2011,52.3803,4.6422,20,
217.120.112.0/22,2755003,2750405,,0,0,2034,52.3615,4.6419,20,
217.120.116.0/22,2743949,2750405,,0,0,6904,51.9358,6.0597,50,
217.120.120.0/24,2745396,2750405,,0,0,5251,51.6965,5.2231,5,
217.120.121.0/24,2747561,2750405,,0,0,6333,50.9007,5.8181,5,
217.120.122.0/23,2746748,2750405,,0,0,6171,50.9737,5.7586,5,
217.120.124.0/23,2745396,2750405,,0,0,5251,51.6965,5.2231,100,
217.120.126.0/24,2750039,2750405,,0,0,7443,52.3754,6.4776,5,
217.120.127.0/24,2754331,2750405,,0,0,6049,51.1742,5.9517,5,
217.120.128.0/23,2758868,2750405,,0,0,1261,52.2839,5.2553,5,
217.120.130.0/24,2755645,2750405,,0,0,5386,51.7436,5.4769,5,
217.120.131.0/24,2751283,2750405,,0,0,6211,50.8507,5.6954,5,
217.120.132.0/23,2758111,2750405,,0,0,6241,50.8977,5.7434,5,
217.120.134.0/24,2749391,2750405,,0,0,8431,52.9913,6.2911,5,
217.120.135.0/24,2747229,2750405,,0,0,6077,51.1391,6.0027,5,
217.120.136.0/21,2747210,2750405,,0,0,4711,51.5512,4.5891,5,
217.120.144.0/20,2755996,2750405,,0,0,4873,51.5688,4.6484,5,
217.120.160.0/22,2756071,2750405,,0,0,7532,52.2177,6.9566,5,
217.120.164.0/23,2755616,2750405,,0,0,6161,50.9709,5.8200,5,
217.120.166.0/24,2755616,2750405,,0,0,6166,50.9673,5.8451,5,
217.120.167.0/24,2747347,2750405,,0,0,7693,52.4896,6.6616,5,
217.120.168.0/22,2743658,2750405,,0,0,1722,52.6917,4.8081,100,
217.120.172.0/23,2759145,2750405,,0,0,4621,51.4918,4.3071,5,
217.120.174.0/24,2747203,2750405,,0,0,6133,50.9904,5.8611,5,
217.120.175.0/24,2746504,2750405,,0,0,5931,51.3486,6.1333,5,
217.120.176.0/22,2754394,2750405,,0,0,7552,52.2626,6.8169,5,
217.120.180.0/22,2753801,2750405,,0,0,2135,52.2959,4.6677,5,
217.120.184.0/21,2753801,2750405,,0,0,2135,52.2959,4.6677,5,
217.120.192.0/22,2747225,2750405,,0,0,1834,52.6602,4.7906,5,
217.120.196.0/22,2758868,2750405,,0,0,1261,52.2839,5.2553,5,
217.120.200.0/22,2751874,2750405,,0,0,1251,52.2568,5.2250,5,
217.120.204.0/22,2757220,2750405,,0,0,1784,52.9410,4.7496,5,
217.120.208.0/23,2757220,2750405,,0,0,1785,52.9372,4.7722,5,
217.120.210.0/23,2747506,2750405,,0,0,2871,51.9493,4.8529,5,
217.120.212.0/24,2747506,2750405,,0,0,2871,51.9493,4.8529,5,
217.120.213.0/24,2748631,2750405,,0,0,1755,52.7681,4.6601,5,
217.120.214.0/23,2750325,2750405,,0,0,3438,52.0505,5.0917,5,
217.120.216.0/21,2749450,2750405,,0,0,4904,51.6318,4.8441,5,
217.120.224.0/23,2758401,2750405,,0,0,4811,51.5905,4.7731,5,
217.120.226.0/24,2755251,2750405,,0,0,9713,53.2264,6.5828,5,
217.120.227.0/24,2754394,2750405,,0,0,7553,52.2486,6.7847,5,
217.120.228.0/24,2753719,2750405,,0,0,7905,52.7139,6.5065,5,
217.120.229.0/24,2747758,2750405,,0,0,9611,53.1657,6.7869,5,
217.120.230.0/23,2753106,2750405,,0,0,8265,52.5457,5.9026,10,
217.120.232.0/23,2753106,2750405,,0,0,8262,52.5607,5.9049,5,
217.120.234.0/23,2754922,2750405,,0,0,4661,51.5315,4.2772,5,
217.120.236.0/23,2755251,2750405,,0,0,9711,53.2145,6.5751,5,
217.120.238.0/23,2750947,2750405,,0,0,7944,52.6896,6.1760,20,
217.120.240.0/22,2746860,2750405,,0,0,9501,52.9964,6.9488,10,
217.120.244.0/23,2746475,2750405,,0,0,9561,52.8767,7.0574,10,
217.120.246.0/23,2747720,2750405,,0,0,1741,52.7913,4.7978,100,
217.120.248.0/25,2745641,2750405,,0,0,5914,51.3812,6.1737,5,
217.120.248.128/27,2745641,2750405,,0,0,5914,51.3812,6.1737,5,
217.120.248.160/28,2745641,2750405,,0,0,5914,51.3812,6.1737,5,
217.120.248.176/29,2745641,2750405,,0,0,5914,51.3812,6.1737,5,
217.120.248.184/31,2745641,2750405,,0,0,5914,51.3812,6.1737,5,
217.120.248.186/32,2749835,2750405,,0,0,1723,52.7039,4.8119,20,
217.120.248.187/32,2745641,2750405,,0,0,5914,51.3812,6.1737,5,
217.120.248.188/30,2745641,2750405,,0,0,5914,51.3812,6.1737,5,
217.120.248.192/26,2745641,2750405,,0,0,5914,51.3812,6.1737,5,
217.120.249.0/24,2745641,2750405,,0,0,5914,51.3812,6.1737,5,
217.120.250.0/23,2751874,2750405,,0,0,1251,52.2568,5.2250,5,
217.120.252.0/23,2747225,2750405,,0,0,1834,52.6602,4.7906,20,
217.120.254.0/23,2751874,2750405,,0,0,1251,52.2568,5.2250,5,
217.121.0.0/22,2753801,2750405,,0,0,2134,52.3125,4.6445,5,
217.121.4.0/23,2753801,2750405,,0,0,2134,52.3125,4.6445,5,
217.121.6.0/23,2754394,2750405,,0,0,7556,52.2686,6.7883,5,
217.121.8.0/22,2755251,2750405,,0,0,9722,53.2014,6.5911,5,
217.121.12.0/22,2759821,2750405,,0,0,3816,52.1539,5.4083,10,
217.121.16.0/24,2756077,2750405,,0,0,1602,52.7139,5.2801,5,
217.121.17.0/24,2753685,2750405,,0,0,3829,52.1864,5.4248,5,
217.121.18.0/23,2756077,2750405,,0,0,1602,52.7139,5.2801,50,
217.121.20.0/23,2753801,2750405,,0,0,2134,52.3125,4.6445,5,
217.121.22.0/23,2759633,2750405,,0,0,9402,53.0048,6.5576,50,
217.121.24.0/22,2755003,2750405,,0,0,2026,52.4169,4.6603,5,
217.121.28.0/23,2755003,2750405,,0,0,2026,52.4169,4.6603,5,
217.121.30.0/24,2746886,2750405,,0,0,4714,51.5348,4.6033,50,
217.121.31.0/24,2747858,2750405,,0,0,4715,51.5281,4.5525,5,
217.121.32.0/20,2751773,2750405,,0,0,2317,52.1781,4.5069,5,
217.121.48.0/23,2757340,2750405,,0,0,9931,53.3378,6.8976,20,
217.121.50.0/23,2753801,2750405,,0,0,2134,52.3125,4.6445,5,
217.121.52.0/22,2753801,2750405,,0,0,2134,52.3125,4.6445,100,
217.121.56.0/23,2755251,2750405,,0,0,9746,53.2334,6.5108,20,
217.121.58.0/24,2759633,2750405,,0,0,9403,53.0076,6.5926,5,
217.121.59.0/24,2755251,2750405,,0,0,9746,53.2334,6.5108,5,
217.121.60.0/22,2753801,2750405,,0,0,2134,52.3125,4.6445,5,
217.121.64.0/20,2759633,2750405,,0,0,9402,53.0048,6.5576,100,
217.121.80.0/20,2748130,2750405,,0,0,5122,51.5924,4.9325,100,
217.121.96.0/22,2756444,2750405,,0,0,6101,51.1062,5.8822,100,
217.121.100.0/23,2756444,2750405,,0,0,6101,51.1062,5.8822,5,
217.121.102.0/23,2751283,2750405,,0,0,6224,50.8519,5.7205,5,
217.121.104.0/24,2751732,2750405,,0,0,8151,52.4431,6.3475,5,
217.121.105.0/24,2747930,2750405,,0,0,4703,51.5353,4.4337,5,
217.121.106.0/23,2747210,2750405,,0,0,4711,51.5512,4.5891,5,
217.121.108.0/22,2747210,2750405,,0,0,4711,51.5512,4.5891,5,
217.121.112.0/21,2748130,2750405,,0,0,5121,51.5858,4.9163,5,
217.121.120.0/23,2748130,2750405,,0,0,5122,51.5924,4.9325,5,
217.121.122.0/23,2746301,2750405,,0,0,5038,51.5567,5.0789,5,
217.121.124.0/23,2753801,2750405,,0,0,2134,52.3125,4.6445,5,
217.121.126.0/23,2744911,2750405,,0,0,6006,51.2411,5.6954,50,
217.121.128.0/23,2755251,2750405,,0,0,9732,53.2314,6.6235,5,
217.121.130.0/24,2753379,2750405,,0,0,8651,53.0133,5.6261,5,
217.121.131.0/24,2755251,2750405,,0,0,9731,53.2333,6.5849,5,
217.121.132.0/22,2755251,2750405,,0,0,9714,53.2286,6.5743,5,
217.121.136.0/23,2753706,2750405,,0,0,9603,53.1535,6.7660,20,
217.121.138.0/23,2753106,2750405,,0,0,8265,52.5457,5.9026,5,
217.121.140.0/23,2751834,2750405,,0,0,9351,53.1614,6.3751,5,
217.121.142.0/24,2758770,2750405,,0,0,6351,50.8230,6.0002,5,
217.121.143.0/24,2746860,2750405,,0,0,9501,52.9964,6.9488,5,
217.121.144.0/26,2746860,2750405,,0,0,9502,52.9922,6.9678,10,
217.121.144.64/31,2746860,2750405,,0,0,9502,52.9922,6.9678,10,
217.121.144.66/32,2746860,2750405,,0,0,9502,52.9922,6.9678,10,
217.121.144.67/32,2744489,2750405,,0,0,8131,52.3873,6.1421,20,
217.121.144.68/30,2746860,2750405,,0,0,9502,52.9922,6.9678,10,
217.121.144.72/29,2746860,2750405,,0,0,9502,52.9922,6.9678,10,
217.121.144.80/28,2746860,2750405,,0,0,9502,52.9922,6.9678,10,
217.121.144.96/27,2746860,2750405,,0,0,9502,52.9922,6.9678,10,
217.121.144.128/25,2746860,2750405,,0,0,9502,52.9922,6.9678,10,
217.121.145.0/24,2746860,2750405,,0,0,9502,52.9922,6.9678,10,
217.121.146.0/23,2746860,2750405,,0,0,9502,52.9922,6.9678,10,
217.121.148.0/23,2745641,2750405,,0,0,5915,51.3536,6.1884,5,
217.121.150.0/23,2759298,2750405,,0,0,9686,53.1719,7.0970,10,
217.121.152.0/22,2743694,2750405,,0,0,9801,53.2426,6.4042,10,
217.121.156.0/23,2743694,2750405,,0,0,9801,53.2426,6.4042,5,
217.121.158.0/23,2749813,2750405,,0,0,2201,52.2328,4.4373,5,
217.121.160.0/24,2747034,2750405,,0,0,3762,52.1831,5.2856,5,
217.121.161.0/24,2747891,2750405,,0,0,3055,51.9605,4.5101,5,
217.121.162.0/23,2755003,2750405,,0,0,2011,52.3803,4.6422,5,
217.121.164.0/22,2745912,2750405,,0,0,3526,52.0690,5.1024,20,
217.121.168.0/21,2755003,2750405,,0,0,2024,52.4077,4.6343,5,
217.121.176.0/22,2751283,2750405,,0,0,6217,50.8569,5.6673,5,
217.121.180.0/23,2751773,2750405,,0,0,2321,52.1477,4.4844,5,
217.121.182.0/23,2751283,2750405,,0,0,6217,50.8569,5.6673,100,
217.121.184.0/22,2751547,2750405,,0,0,2162,52.2469,4.5610,20,
217.121.188.0/24,2745096,2750405,,0,0,2742,52.0400,4.6384,5,
217.121.189.0/24,2757874,2750405,,0,0,5432,51.7420,5.8569,5,
217.121.190.0/24,2756723,2750405,,0,0,5102,51.6359,4.9264,5,
217.121.191.0/24,6929953,2750405,,0,0,6037,51.2188,5.8267,5,
217.121.192.0/20,2753376,2750405,,0,0,1972,52.4642,4.6102,5,
217.121.208.0/23,2745674,2750405,,0,0,1951,52.4772,4.6395,5,
217.121.210.0/23,2753638,2750405,,0,0,1625,52.6559,5.0551,5,
217.121.212.0/23,2754697,2750405,,0,0,1964,52.5066,4.6597,5,
217.121.214.0/24,2754692,2750405,,0,0,2105,52.3481,4.6015,5,
217.121.215.0/24,2751773,2750405,,0,0,2313,52.1529,4.4960,5,
217.121.216.0/22,2749811,2750405,,0,0,2211,52.2592,4.5001,5,
217.121.220.0/22,2752409,2750405,,0,0,1241,52.2356,5.1103,5,
217.121.224.0/24,2745301,2750405,,0,0,2252,52.1248,4.4293,5,
217.121.225.0/24,2745096,2750405,,0,0,2742,52.0400,4.6384,5,
217.121.226.0/23,2759040,2750405,,0,0,5685,51.4950,5.3711,5,
217.121.228.0/23,2753801,2750405,,0,0,2134,52.3125,4.6445,5,
217.121.230.0/23,2747225,2750405,,0,0,1834,52.6602,4.7906,5,
217.121.232.0/21,2751874,2750405,,0,0,1251,52.2568,5.2250,5,
217.121.240.0/21,2753468,2750405,,0,0,1273,52.3019,5.2640,5,
217.121.248.0/22,2753468,2750405,,0,0,1271,52.2965,5.2314,5,
217.121.252.0/23,2753801,2750405,,0,0,2134,52.3125,4.6445,5,
217.121.254.0/23,2743595,2750405,,0,0,1689,52.6690,5.0675,5,
217.122.0.0/23,2759145,2750405,,0,0,4617,51.4814,4.2756,5,
217.122.2.0/25,2756136,2750405,,0,0,7812,52.7614,6.8900,5,
217.122.2.128/27,2756136,2750405,,0,0,7812,52.7614,6.8900,5,
217.122.2.160/28,2756136,2750405,,0,0,7812,52.7614,6.8900,5,
217.122.2.176/30,2756136,2750405,,0,0,7812,52.7614,6.8900,5,
217.122.2.180/31,2756136,2750405,,0,0,7812,52.7614,6.8900,5,
217.122.2.182/32,2752217,2750405,,0,0,9606,53.1429,6.7132,20,
217.122.2.183/32,2756136,2750405,,0,0,7812,52.7614,6.8900,5,
217.122.2.184/29,2756136,2750405,,0,0,7812,52.7614,6.8900,5,
217.122.2.192/26,2756136,2750405,,0,0,7812,52.7614,6.8900,5,
217.122.3.0/24,2755251,2750405,,0,0,9742,53.2275,6.5433,5,
217.122.4.0/23,2755251,2750405,,0,0,9742,53.2275,6.5433,5,
217.122.6.0/23,2753468,2750405,,0,0,1276,52.2962,5.2536,5,
217.122.8.0/24,2755251,2750405,,0,0,9714,53.2286,6.5743,10,
217.122.9.0/24,2754394,2750405,,0,0,7557,52.2730,6.8080,5,
217.122.10.0/23,2744608,2750405,,0,0,8881,53.3632,5.2239,10,
217.122.12.0/23,2747063,2750405,,0,0,8603,53.0402,5.6686,50,
217.122.14.0/24,2747063,2750405,,0,0,8603,53.0402,5.6686,5,
217.122.15.0/24,2746860,2750405,,0,0,9501,52.9964,6.9488,10,
217.122.16.0/24,2743652,2750405,,0,0,8343,52.7742,6.1099,5,
217.122.17.0/24,2746766,2750405,,0,0,8331,52.7886,6.1171,5,
217.122.18.0/23,2755845,2750405,,0,0,8801,53.1842,5.5439,5,
217.122.20.0/22,2745641,2750405,,0,0,5912,51.3594,6.1609,5,
217.122.24.0/22,2745641,2750405,,0,0,5911,51.3706,6.1739,5,
217.122.28.0/22,2744344,2750405,,0,0,9675,53.1535,7.0270,5,
217.122.32.0/22,2749658,2750405,,0,0,9821,53.2256,6.3380,5,
217.122.36.0/24,2743477,2750405,,0,0,8043,52.5345,6.0520,5,
217.122.37.0/24,2743477,2750405,,0,0,8043,52.5345,6.0520,50,
217.122.38.0/23,2747371,2750405,,0,0,5109,51.6542,4.9349,20,
217.122.40.0/21,2753801,2750405,,0,0,2134,52.3125,4.6445,5,
217.122.48.0/23,2759256,2750405,,0,0,5951,51.3149,6.1091,5,
217.122.50.0/23,2754659,2750405,,0,0,1703,52.6614,4.8267,20,
217.122.52.0/22,2754659,2750405,,0,0,1701,52.6678,4.8516,5,
217.122.56.0/23,2754659,2750405,,0,0,1702,52.6680,4.8382,5,
217.122.58.0/23,2755527,2750405,,0,0,9461,53.0012,6.7760,10,
217.122.60.0/22,2754659,2750405,,0,0,1702,52.6680,4.8382,100,
217.122.64.0/20,2753468,2750405,,0,0,1276,52.2962,5.2536,10,
217.122.80.0/20,2750476,2750405,,0,0,1394,52.2600,5.0552,5,
217.122.96.0/20,2745431,2750405,,0,0,3452,52.0950,5.0099,20,
217.122.112.0/20,2751316,2750405,,0,0,3605,52.1388,5.0301,5,
217.122.128.0/20,2751316,2750405,,0,0,3607,52.1340,5.0234,5,
217.122.144.0/24,2744991,2750405,,0,0,2241,52.1471,4.4078,5,
217.122.145.0/24,2759879,2750405,,0,0,1334,52.3953,5.2847,20,
217.122.146.0/24,2756071,2750405,,0,0,7544,52.1889,6.8775,5,
217.122.147.0/24,2755464,2750405,,0,0,5051,51.5230,5.0598,5,
217.122.148.0/22,2747351,2750405,,0,0,5235,51.7236,5.3034,5,
217.122.152.0/24,2754692,2750405,,0,0,2103,52.3374,4.6311,10,
217.122.153.0/24,2750039,2750405,,0,0,7442,52.3592,6.4813,5,
217.122.154.0/23,2749234,2750405,,0,0,5346,51.7813,5.5080,5,
217.122.156.0/22,2748000,2750405,,0,0,6041,51.1949,5.9836,5,
217.122.160.0/23,2754659,2750405,,0,0,1704,52.6763,4.8219,5,
217.122.162.0/23,2751316,2750405,,0,0,3601,52.1410,5.0436,5,
217.122.164.0/22,2751316,2750405,,0,0,3603,52.1410,5.0436,5,
217.122.168.0/21,2751316,2750405,,0,0,3601,52.1410,5.0436,5,
217.122.176.0/21,2758333,2750405,,0,0,3621,52.1712,5.0065,5,
217.122.184.0/22,2751316,2750405,,0,0,3603,52.1410,5.0436,5,
217.122.188.0/22,2750325,2750405,,0,0,3437,52.0490,5.0810,5,
217.122.192.0/23,2747373,2750405,,0,0,2492,52.0640,4.4111,5,
217.122.194.0/24,2747373,2750405,,0,0,2492,52.0640,4.4111,5,
217.122.195.0/24,2757220,2750405,,0,0,1784,52.9410,4.7496,5,
217.122.196.0/22,2747506,2750405,,0,0,2871,51.9493,4.8529,5,
217.122.200.0/23,2746121,2750405,,0,0,1747,52.7380,4.7556,5,
217.122.202.0/23,2749450,2750405,,0,0,4902,51.6353,4.8563,5,
217.122.204.0/22,2745580,2750405,,0,0,4132,51.9911,5.0977,5,
217.122.208.0/23,2745580,2750405,,0,0,4133,51.9853,5.0833,5,
217.122.210.0/23,2754659,2750405,,0,0,1704,52.6763,4.8219,5,
217.122.212.0/23,2755911,2750405,,0,0,4793,51.6406,4.4724,5,
217.122.214.0/24,2753719,2750405,,0,0,7906,52.7144,6.4838,5,
217.122.215.0/24,2747351,2750405,,0,0,5231,51.7093,5.3061,5,
217.122.216.0/23,2747351,2750405,,0,0,5213,51.6927,5.3288,5,
217.122.218.0/23,2749061,2750405,,0,0,8567,52.8524,5.5297,5,
217.122.220.0/24,2758035,2750405,,0,0,6267,50.8254,5.7608,10,
217.122.221.0/24,2751042,2750405,,0,0,5864,51.5161,6.0859,5,
217.122.222.0/24,2754986,2750405,,0,0,5254,51.7128,5.1931,5,
217.122.223.0/24,2750039,2750405,,0,0,7442,52.3592,6.4813,5,
217.122.224.0/23,2754331,2750405,,0,0,6049,51.1742,5.9517,5,
217.122.226.0/23,2756987,2750405,,0,0,7424,52.2609,6.2203,5,
217.122.228.0/22,2749450,2750405,,0,0,4902,51.6353,4.8563,5,
217.122.232.0/21,2754659,2750405,,0,0,1705,52.6489,4.8179,5,
217.122.240.0/23,2745580,2750405,,0,0,4131,51.9911,5.0977,5,
217.122.242.0/23,2754659,2750405,,0,0,1701,52.6678,4.8516,5,
217.122.244.0/23,2745580,2750405,,0,0,4131,51.9911,5.0977,5,
217.122.246.0/23,2754659,2750405,,0,0,1704,52.6763,4.8219,5,
217.122.248.0/23,2744248,2750405,,0,0,3443,52.0881,4.8721,10,
217.122.250.0/23,2743574,2750405,,0,0,1161,52.3831,4.7472,50,
217.122.252.0/23,2754659,2750405,,0,0,1704,52.6763,4.8219,5,
217.122.254.0/23,2745580,2750405,,0,0,4132,51.9911,5.0977,5,
217.123.0.0/21,2745580,2750405,,0,0,4133,51.9853,5.0833,5,
217.123.8.0/21,2745912,2750405,,0,0,3511,52.0874,5.1168,5,
217.123.16.0/20,2745912,2750405,,0,0,3511,52.0874,5.1168,5,
217.123.32.0/22,2745912,2750405,,0,0,3514,52.0963,5.1193,5,
217.123.36.0/27,2745912,2750405,,0,0,3511,52.0874,5.1168,5,
217.123.36.32/28,2745912,2750405,,0,0,3511,52.0874,5.1168,5,
